webportal,0.284,0.661,31
webportal,0.267,0.628,37
webportal,0.3,0.59,48
webportal,0.301,0.706,37
webportal,0.3,0.775,41
webportal,0.291,0.51,51
webportal,0.287,0.523,26
webportal,0.281,0.535,31
webportal,0.284,0.583,52
webportal,0.281,0.612,45
eshop,0.232,0.695,34
eshop,0.247,0.611,53
eshop,0.262,0.631,44
eshop,0.236,0.627,63
eshop,0.247,0.572,59
eshop,0.183,0.608,65
eshop,0.238,0.6,56
eshop,0.196,0.572,67
eshop,0.17,0.646,81
eshop,0.245,0.711,50
toybox,0,1,0
toybox,0,1,0
toybox,0,1,0
toybox,0,1,0
toybox,0,1,0
toybox,0,1,0
toybox,0,1,0
toybox,0,1,0
toybox,0,1,0
toybox,0,1,0
uClinux,0.219,0.623,34
uClinux,0.196,0.689,36
uClinux,0.194,0.649,39
uClinux,0.194,0.618,33
uClinux,0.188,0.527,32
uClinux,0.203,0.689,21
uClinux,0.221,0.638,25
uClinux,0.195,0.636,39
uClinux,0.19,0.645,29
uClinux,0.194,0.517,41
